exp_name,sim_id,exp,org,count_str_flip,mean_strategy_flip_time,std_strategy_flip_time,var_strategy_flip_time,mean_magnitude_of_strategy_flip,std_magnitude_of_strategy_flip,var_magnitude_of_strategy_flip
strike_exp_pure,0b5e7e46225648ce9c8d51a1beb924d0,experiment1,krat,320,18.733542319749215,12.942100271018237,167.49795942509033,0.7657018172447557,0.4189022205053209,0.17547907034428847
strike_exp_pure,0b5e7e46225648ce9c8d51a1beb924d0,experiment1,snake,369,2.6956521739130435,1.0360176366922997,1.0733325435374979,0.9231196377079318,0.1868416355644037,0.03490979678038144
strike_exp_pure,12521cf8367d406db88f404083f0c153,experiment1,krat,301,19.94,14.632272939336426,214.10341137123703,0.7450337765188125,0.4329333016243144,0.1874312436553296
strike_exp_pure,12521cf8367d406db88f404083f0c153,experiment1,snake,358,2.775910364145658,1.1969915813719962,1.4327888458754323,0.9167784708653428,0.20867221549339385,0.0435440935189214
strike_exp_pure,20099756a3b84ee3ba84205c00cf5d10,experiment1,krat,341,17.41764705882353,13.279466496645762,176.34423043553727,0.7304210897130449,0.439987582903132,0.19358907310894044
strike_exp_pure,20099756a3b84ee3ba84205c00cf5d10,experiment1,snake,386,2.574025974025974,1.0435070322747861,1.0889069264069315,0.8995551065813522,0.22284184768164175,0.04965848907816802
strike_exp_pure,233701fbe5c14162b54f6bee14222bd3,experiment1,krat,320,18.71473354231975,12.390785878745856,153.5315746929277,0.7438768895058392,0.43219356424748967,0.186791276976949
strike_exp_pure,233701fbe5c14162b54f6bee14222bd3,experiment1,snake,385,2.5833333333333335,0.8631313042578763,0.7449956483899026,0.9082530152328351,0.2072135585617719,0.04293745885183287
strike_exp_pure,2424283d49834c3fa57ff04e087f9428,experiment1,krat,296,20.115254237288134,14.596626364014844,213.0615012106532,0.7165015241098723,0.44649843315355936,0.19936085080858354
strike_exp_pure,2424283d49834c3fa57ff04e087f9428,experiment1,snake,370,2.682926829268293,1.1105991809951703,1.2334305408271429,0.8917767382692363,0.2413784067119201,0.05826353522678512
strike_exp_pure,24f8ad25a2c44d699697db0625c6ca0f,experiment1,krat,322,18.654205607476637,13.096828912759536,171.52692757009413,0.7790767360992855,0.41047844687171825,0.16849255534621801
strike_exp_pure,24f8ad25a2c44d699697db0625c6ca0f,experiment1,snake,370,2.6883468834688347,1.1505668399784221,1.3238040532579323,0.9183160555895676,0.20386032135344295,0.041559030622329025
strike_exp_pure,2b4079b8a4814da1b89a0409f07d18e1,experiment1,krat,310,19.359223300970875,14.987345984346925,224.6205396545199,0.7192359948181355,0.4454009003388279,0.1983819620226385
strike_exp_pure,2b4079b8a4814da1b89a0409f07d18e1,experiment1,snake,373,2.6693548387096775,0.9882471688510053,0.9766324667420273,0.9041645400771849,0.20607039775853855,0.042465008832362296
strike_exp_pure,2f08aed2743e42f2bd2b8bc8908a2ce6,experiment1,krat,341,17.54705882352941,12.949669653173533,167.69394412632354,0.7643921083061855,0.41931936826045,0.1758287325983429
strike_exp_pure,2f08aed2743e42f2bd2b8bc8908a2ce6,experiment1,snake,386,2.5792207792207793,0.9626268399023774,0.9266504329004374,0.8966095362603109,0.23396039986215766,0.054737468703660704
strike_exp_pure,341f6da045054c7a86137bc171ab3969,experiment1,krat,297,20.027027027027028,14.195939236009979,201.52469079248758,0.768005495078968,0.41760881609603046,0.1743971232811282
strike_exp_pure,341f6da045054c7a86137bc171ab3969,experiment1,snake,361,2.7333333333333334,1.1687671765975982,1.3660167130919214,0.9199548216620659,0.20763700806674884,0.04311312711891112
strike_exp_pure,3ec348bfba2e487688f7e5b0349837c1,experiment1,krat,317,18.89240506329114,13.902648117301185,193.28362467349817,0.779866533151098,0.41120034735238503,0.16908572566272212
strike_exp_pure,3ec348bfba2e487688f7e5b0349837c1,experiment1,snake,365,2.71978021978022,1.2677582462154717,1.6072109708473288,0.9103350655383122,0.22903548913623203,0.052457255283873065
strike_exp_pure,4649e97d659a460587a45e9ba3aec19d,experiment1,krat,347,17.21965317919075,11.64241450608681,135.5458155315406,0.7511178890155764,0.42756287457178394,0.18281001171208705
strike_exp_pure,4649e97d659a460587a45e9ba3aec19d,experiment1,snake,375,2.644385026737968,0.9737894919752255,0.9482659746813676,0.9224871766587884,0.18883597468600766,0.035659025335614526
strike_exp_pure,47ec4b14906b47b8969409bd9d878d93,experiment1,krat,318,18.79495268138801,13.452879782557947,180.97997444395637,0.7669820544023257,0.41850109490459136,0.17514316643634179
strike_exp_pure,47ec4b14906b47b8969409bd9d878d93,experiment1,snake,381,2.613157894736842,1.2687997470926844,1.60985279822246,0.8912417817369077,0.23737772053115638,0.05634818220456778
strike_exp_pure,4c25a9c6f3934f31886ba4ae1fb0a05c,experiment1,krat,318,18.85173501577287,14.865646356632036,220.9874416004473,0.813946628831807,0.38423225117490084,0.1476344228429321
strike_exp_pure,4c25a9c6f3934f31886ba4ae1fb0a05c,experiment1,snake,351,2.8314285714285714,1.3616254041775495,1.8540237413016754,0.9163618587544115,0.21168843636128962,0.044811994089087766
strike_exp_pure,4e07aa8b13cb4e2e84407bd008c1dba5,experiment1,krat,309,19.305194805194805,13.89482500253883,193.0661618511782,0.740153261984808,0.4335180446727263,0.18793789505686392
strike_exp_pure,4e07aa8b13cb4e2e84407bd008c1dba5,experiment1,snake,370,2.682926829268293,1.1954424765500766,1.4290827147401806,0.9175161732082323,0.2123164825202985,0.04507828874979222
