exp_name,sim_id,exp,org,count_str_flip,mean_strategy_flip_time,std_strategy_flip_time,var_strategy_flip_time,mean_magnitude_of_strategy_flip,std_magnitude_of_strategy_flip,var_magnitude_of_strategy_flip
energy_gain_mixed,04be41b4fb4f46779fe692e3be7bbec8,experiment1,krat,207,64.31884057971014,68.47985163683268,4689.490080202616,0.28594357934875225,0.26674614672890595,0.07115350679471903
energy_gain_mixed,04be41b4fb4f46779fe692e3be7bbec8,experiment1,snake,282,3.624113475177305,1.0505989282661585,1.103758108074001,0.22106423612973525,0.08157570569221433,0.006654595759182768
energy_gain_mixed,08c5dc710cdb4eebb8e4061aa2b4c47e,experiment1,krat,189,48.98941798941799,57.194887940919656,3271.2552065743566,0.3205262606739704,0.27197378868875793,0.07396974173371716
energy_gain_mixed,08c5dc710cdb4eebb8e4061aa2b4c47e,experiment1,snake,270,3.7962962962962963,1.1661207196083887,1.3598375326999865,0.22192974962017545,0.07476141137779586,0.005589268631200024
energy_gain_mixed,0cf314fdf2344bb68328d7c0e9654bcf,experiment1,krat,223,42.7847533632287,41.58111946812735,1728.989496222679,0.31094166236080606,0.27075391175853647,0.07330768073254934
energy_gain_mixed,0cf314fdf2344bb68328d7c0e9654bcf,experiment1,snake,277,3.703971119133574,1.2679517200509918,1.6077015643802686,0.22309985579973832,0.08399758439600487,0.007055594184363961
energy_gain_mixed,14cbafcb7b2a44938a95d6f546c551fd,experiment1,krat,210,51.96666666666667,58.26596200654928,3394.922328548644,0.27626315016394243,0.26127126854582394,0.06826267576754404
energy_gain_mixed,14cbafcb7b2a44938a95d6f546c551fd,experiment1,snake,282,3.6595744680851063,1.1920841358568037,1.4210645869614627,0.21856323468944425,0.08505589693531951,0.007234505603471695
energy_gain_mixed,156e36f385af46eca5b80f4e43a9389c,experiment1,krat,191,51.20942408376963,51.22271407329951,2623.7664370349953,0.300657539904454,0.26360621930410794,0.06948823885580543
energy_gain_mixed,156e36f385af46eca5b80f4e43a9389c,experiment1,snake,276,3.6557971014492754,0.9269710687604221,0.8592753623188393,0.2296987938705024,0.08424836381202738,0.007097786805003724
energy_gain_mixed,16f063d165d84558bfe217c742f6a474,experiment1,krat,207,51.932367149758456,52.623643267804695,2769.2478307771667,0.30009337919681417,0.28027880858666115,0.07855621054275823
energy_gain_mixed,16f063d165d84558bfe217c742f6a474,experiment1,snake,283,3.6007067137809186,1.1265334051722358,1.2690775129689529,0.24045382979408786,0.09322814133547595,0.00869148633686748
energy_gain_mixed,1a0f0bbc20ed433995250e9f7c83803c,experiment1,krat,192,75.82291666666667,79.38335573917162,6301.717168411871,0.28554667442254555,0.2653802196443636,0.07042666097849065
energy_gain_mixed,1a0f0bbc20ed433995250e9f7c83803c,experiment1,snake,271,3.7601476014760147,1.2640464040004389,1.5978133114664408,0.22724088741358908,0.08565322958208856,0.007336475737841969
energy_gain_mixed,1e760533a24641e198e6597c6579057a,experiment1,krat,206,46.237864077669904,44.03431836039205,1939.0211934643605,0.29241010026938885,0.270616999422522,0.07323356037644926
energy_gain_mixed,1e760533a24641e198e6597c6579057a,experiment1,snake,272,3.8088235294117645,1.2210618201971641,1.4909919687432118,0.2216958724225404,0.08345141373751072,0.006964138454789194
energy_gain_mixed,2311dce8301e48afb5777c31af1ee671,experiment1,krat,220,49.68181818181818,60.21975461585831,3626.4188459941874,0.2621338982428139,0.24825548049594834,0.06163078359627419
energy_gain_mixed,2311dce8301e48afb5777c31af1ee671,experiment1,snake,281,3.6298932384341636,1.0273212336619397,1.0553889171326896,0.21613437726677265,0.08285717448474057,0.006865311363594744
energy_gain_mixed,2613ea8dde6c48d0b8b37988bee9b0ff,experiment1,krat,221,48.94117647058823,54.7910176486371,3002.055614973262,0.32407929711611977,0.2718894508348108,0.073923873475255
energy_gain_mixed,2613ea8dde6c48d0b8b37988bee9b0ff,experiment1,snake,276,3.6666666666666665,1.0502524948936338,1.1030303030303024,0.22740036246656425,0.08152286244253668,0.0066459771008247565
energy_gain_mixed,26ebc9ddcbdc420487a1c15beb4023cc,experiment1,krat,214,54.873831775700936,56.04448239429826,3140.9840068448075,0.28099261854841967,0.2670400881204047,0.0713104086633535
energy_gain_mixed,26ebc9ddcbdc420487a1c15beb4023cc,experiment1,snake,271,3.7896678966789668,1.2981626190871423,1.6852261855951889,0.23085078224811512,0.08113841594077237,0.006583442541377784
energy_gain_mixed,27ff34b8e8474fcca5b36d0a4c9d58cd,experiment1,krat,170,68.07058823529412,84.68218177925353,7171.071910894537,0.3315848781027806,0.2739065497680573,0.07502479800584125
energy_gain_mixed,27ff34b8e8474fcca5b36d0a4c9d58cd,experiment1,snake,285,3.5649122807017544,1.0877828639851062,1.1832715591796399,0.22747033933511948,0.08250804417583503,0.006807577353721545
energy_gain_mixed,347debd47853461a9396e98e7f8d6cc6,experiment1,krat,195,55.184615384615384,51.52235796565409,2654.553370340999,0.2839417609012999,0.27049836392433924,0.07316936488574426
energy_gain_mixed,347debd47853461a9396e98e7f8d6cc6,experiment1,snake,271,3.7121771217712176,1.010225159167695,1.0205548722153948,0.23132242435260264,0.0803410646269414,0.006454686665390376
energy_gain_mixed,398538ce840e44cc8cd5f1b3213072fa,experiment1,krat,215,42.03720930232558,43.51794679336554,1893.8116931101938,0.3097377394349169,0.26035996304631853,0.06778731035748034
energy_gain_mixed,398538ce840e44cc8cd5f1b3213072fa,experiment1,snake,277,3.6714801444043323,1.1278822870356096,1.272118453408677,0.21537627751290234,0.08252581934783375,0.006810510859031291
energy_gain_mixed,3ddb81aa7a314f819ced57fe228a6699,experiment1,krat,205,72.54146341463415,83.30780680295518,6940.190674318506,0.259221054249177,0.2654191131195247,0.07044730560915506
energy_gain_mixed,3ddb81aa7a314f819ced57fe228a6699,experiment1,snake,274,3.740875912408759,1.3729492729731785,1.8849897061575795,0.2266595401810877,0.0888458887144121,0.007893591941453698
energy_gain_mixed,4653bde634204bd0ae34a1aa63b36d6c,experiment1,krat,202,56.97029702970297,62.40797490905827,3894.755332249646,0.2895740892126487,0.26375244814082377,0.06956535390027793
energy_gain_mixed,4653bde634204bd0ae34a1aa63b36d6c,experiment1,snake,269,3.7843866171003717,1.2629839456558458,1.5951284469844083,0.22515783625133629,0.07998888549665609,0.006398221802997159
energy_gain_mixed,47974dd292104f2c8b07637629ae252b,experiment1,krat,208,48.14903846153846,43.049818338459445,1853.2868589743593,0.31750136662248424,0.2734459193929615,0.074772670832662
energy_gain_mixed,47974dd292104f2c8b07637629ae252b,experiment1,snake,287,3.5853658536585367,1.1761893795610419,1.3834214565921887,0.2218794101692912,0.08980689232922556,0.008065277909833113
energy_gain_mixed,47fdef77e8ce411e9b4bd2c3e2b4ff9a,experiment1,krat,204,53.0,53.03637565725191,2812.8571428571427,0.3271710039797011,0.2756108611700548,0.07596134679489923
energy_gain_mixed,47fdef77e8ce411e9b4bd2c3e2b4ff9a,experiment1,snake,281,3.5765124555160144,0.8876231950841801,0.7878749364514483,0.2246436189594079,0.07721539105076251,0.005962216615122175
energy_gain_mixed,4a4189275e2a450d81417cbbb24ab53f,experiment1,krat,250,41.24,41.26735244124634,1702.99437751004,0.28501095867823073,0.25698492072197665,0.06604124947848063
energy_gain_mixed,4a4189275e2a450d81417cbbb24ab53f,experiment1,snake,294,3.5714285714285716,1.4020949708087653,1.9658703071672323,0.19855227418278074,0.08892150805185262,0.007907034594215689
energy_gain_mixed,4afdbda1b6fd4da7938e678537cb75b4,experiment1,krat,207,50.92270531400966,49.93105748312979,2493.110501383612,0.30279025700426576,0.2587987975979416,0.06697681763814034
energy_gain_mixed,4afdbda1b6fd4da7938e678537cb75b4,experiment1,snake,274,3.708029197080292,1.0701448598775916,1.14521002112243,0.22049322552894735,0.0784304750867138,0.006151339422327634
energy_gain_mixed,50a44edbeae44e428b51ff3f72a70712,experiment1,krat,194,64.95876288659794,62.95181437557339,3962.9309331766485,0.28867128884030735,0.26107507209068437,0.06816019326715604
energy_gain_mixed,50a44edbeae44e428b51ff3f72a70712,experiment1,snake,274,3.708029197080292,1.0563645165464444,1.115905991818403,0.23164310609278033,0.07755710414776794,0.006015104403787722
energy_gain_mixed,531e8e44df874ef8889930873f33720a,experiment1,krat,220,48.71363636363636,50.52414582075973,2552.6893109173925,0.27622401462109814,0.2552255183958388,0.06514006524042465
energy_gain_mixed,531e8e44df874ef8889930873f33720a,experiment1,snake,283,3.590106007067138,1.12428432211323,1.2640152369496047,0.2143840510415801,0.08564324127825249,0.007334764776644969
energy_gain_mixed,5832c86f5e834d26a1c1c28acedcbddd,experiment1,krat,201,60.21890547263681,55.31303499895861,3059.5318407960194,0.27429411489480215,0.2661533473473521,0.07083760430420023
energy_gain_mixed,5832c86f5e834d26a1c1c28acedcbddd,experiment1,snake,278,3.7697841726618706,1.6114058564237699,2.5966288341168235,0.2255899106743344,0.08311776281937565,0.006908562496097984
energy_gain_mixed,5a67cd81b56b48e4917dd4f28d765386,experiment1,krat,181,66.41436464088397,69.7172831533797,4860.49957028852,0.3145105292329531,0.27600916612597803,0.07618105978555775
energy_gain_mixed,5a67cd81b56b48e4917dd4f28d765386,experiment1,snake,286,3.597902097902098,1.1030400435840813,1.2166973377499717,0.22132765958290423,0.08247848941212807,0.0068027012157065225
energy_gain_mixed,5b3357736ccb45cdb1c923e6df388bb8,experiment1,krat,217,44.2073732718894,47.515088646522315,2257.6836490868736,0.3098188874781035,0.2755453330910759,0.07592523058827196
energy_gain_mixed,5b3357736ccb45cdb1c923e6df388bb8,experiment1,snake,274,3.6861313868613137,1.0535259119466998,1.1099168471431256,0.23731579161058125,0.08785931956781372,0.0077192600349192154
energy_gain_mixed,5e222cd0ceec47d0a3ba06b6562ce6a0,experiment1,krat,225,47.23111111111111,55.153923503027215,3041.9552777777776,0.2733117510312529,0.25264811749552024,0.0638310712740302
energy_gain_mixed,5e222cd0ceec47d0a3ba06b6562ce6a0,experiment1,snake,286,3.6468531468531467,1.3628300892050713,1.8573058520427028,0.21463469305758895,0.09068068775678959,0.00822298713204437
energy_gain_mixed,6441308d73bc4ee9aea1a54ec2132a1a,experiment1,krat,213,49.0,56.10931043045469,3148.254716981132,0.30088814938798003,0.2690791847416294,0.07240360766121992
energy_gain_mixed,6441308d73bc4ee9aea1a54ec2132a1a,experiment1,snake,285,3.6280701754385967,1.208210524335226,1.4597726711144017,0.22049809047589328,0.08932376186681183,0.007978734434038908
energy_gain_mixed,66fa908f49ed4f238b9a89a874baaf8c,experiment1,krat,194,51.07216494845361,45.133939396469216,2037.0724854441562,0.3110062760460422,0.27055822898946846,0.07320175527391765
energy_gain_mixed,66fa908f49ed4f238b9a89a874baaf8c,experiment1,snake,280,3.6357142857142857,1.2105315298419204,1.4653865847414203,0.22524649190197904,0.07783099175801787,0.006057663278036645
energy_gain_mixed,6afc7c9a7fd64d009e91de8e0b53e13d,experiment1,krat,217,52.25806451612903,54.37172929231289,2956.284946236556,0.2676876844388337,0.2606483135870287,0.06793754337576205
energy_gain_mixed,6afc7c9a7fd64d009e91de8e0b53e13d,experiment1,snake,286,3.667832167832168,1.604209436324687,2.5734879155931702,0.21692671645358116,0.0915437627576446,0.008380260499827917
energy_gain_mixed,768cc45d730744e892f1952a3c201057,experiment1,krat,216,55.50925925925926,57.643006452969864,3322.716192937125,0.25076870920854194,0.24351638814533288,0.05930023129534842
energy_gain_mixed,768cc45d730744e892f1952a3c201057,experiment1,snake,287,3.543554006968641,1.0986412060793205,1.2070124996954241,0.20930122326861098,0.08728363968868132,0.0076184337573035445
energy_gain_mixed,7cd8478151564084b1a11f424c3f86dd,experiment1,krat,213,45.85446009389671,46.596445338901965,2171.2287182212785,0.3379768866652565,0.2778678306984184,0.07721053133704493
energy_gain_mixed,7cd8478151564084b1a11f424c3f86dd,experiment1,snake,282,3.624113475177305,1.1226494279013544,1.2603417379672381,0.2184773023710503,0.08765384232182784,0.007683196073779857
energy_gain_mixed,82740efa8967476484943ead5b6c99de,experiment1,krat,227,47.38325991189427,43.907870985265234,1927.9011344586968,0.2996675298369586,0.270478576478985,0.07315866033409812
energy_gain_mixed,82740efa8967476484943ead5b6c99de,experiment1,snake,279,3.684587813620072,1.2058665465350624,1.454114128052398,0.22911656101233305,0.08718314150436159,0.007600900162569536
energy_gain_mixed,851f31d6522d48a8af465fa1e07c36a2,experiment1,krat,184,69.82608695652173,67.58344103065713,4567.52150154431,0.27517141697518827,0.26264880084330366,0.06898439258442539
energy_gain_mixed,851f31d6522d48a8af465fa1e07c36a2,experiment1,snake,268,3.7761194029850746,1.1093189937453887,1.2305886298842819,0.22619665273298997,0.07725208668821326,0.005967884897683217
energy_gain_mixed,85bc5dd7e9cc4e6fb3f02eb09263650e,experiment1,krat,214,50.453271028037385,49.8221735762348,2482.2489798604693,0.3023966077664018,0.2785949628726873,0.07761515333803402
energy_gain_mixed,85bc5dd7e9cc4e6fb3f02eb09263650e,experiment1,snake,277,3.664259927797834,1.1127980357749698,1.2383194684246308,0.2223371386527335,0.08084219477305675,0.006535460455724845
energy_gain_mixed,8e49a3dd4c76465ab1dbdc11fd2e245f,experiment1,krat,225,53.92444444444445,55.11310268258888,3037.454087301586,0.25910470081624953,0.2402441638274423,0.05771725825314693
energy_gain_mixed,8e49a3dd4c76465ab1dbdc11fd2e245f,experiment1,snake,274,3.7846715328467155,1.4754345239865028,2.176907034571278,0.21763758397390884,0.08759086625801536,0.007672159851829534
energy_gain_mixed,96287079a2b94082ad4b0e28268f5f8a,experiment1,krat,188,51.6968085106383,58.03215585134313,3367.7311127545786,0.33273921013533475,0.2794543156332656,0.07809471452605683
energy_gain_mixed,96287079a2b94082ad4b0e28268f5f8a,experiment1,snake,268,3.7611940298507465,1.05772779204368,1.1187880820615985,0.2371127467681431,0.08220320423707268,0.006757366786841885
energy_gain_mixed,a0ab9e91de5f435ebd130bb82d742991,experiment1,krat,198,58.60606060606061,55.13257085583778,3039.600369173973,0.3148087244938161,0.27045826050486194,0.07314767067531577
