exp_name,sim_id,exp,org,count_str_flip,mean_strategy_flip_time,std_strategy_flip_time,var_strategy_flip_time,mean_magnitude_of_strategy_flip,std_magnitude_of_strategy_flip,var_magnitude_of_strategy_flip
owl_exp_mixed,09a48b98db1c47049e43c0ac1db6ebbf,experiment1,krat,235,45.731914893617024,41.15865232059266,1694.0346608474272,0.3490315147454483,0.297579940824604,0.08855382118117482
owl_exp_mixed,09a48b98db1c47049e43c0ac1db6ebbf,experiment1,snake,304,3.3651315789473686,0.9689407552839876,0.9388461872503044,0.22346375129184665,0.08045003108158154,0.006472207501027435
owl_exp_mixed,0e080dc646264fadb6c4693ec9fe7786,experiment1,krat,235,41.57872340425532,47.04549959933866,2213.2790325513743,0.3400916451736898,0.2962510772365162,0.0877647007637963
owl_exp_mixed,0e080dc646264fadb6c4693ec9fe7786,experiment1,snake,301,3.3654485049833887,0.9483330365292363,0.8993355481727618,0.228473972859964,0.08001560182429601,0.006402496535304282
owl_exp_mixed,1054613690ac4a2389344f86d70e9269,experiment1,krat,299,31.652173913043477,32.59801050497414,1062.6302888824043,0.33942030327352807,0.2946285110991143,0.08680595955248091
owl_exp_mixed,1054613690ac4a2389344f86d70e9269,experiment1,snake,302,3.4006622516556293,1.2261273442365652,1.5033882642846124,0.21812855202023282,0.0782281118944099,0.006119637490564315
owl_exp_mixed,17de51ef52e54f57a2b929197894d93d,experiment1,krat,246,39.84552845528455,44.82711142488648,2009.469918699188,0.3373509089120912,0.30433671825420205,0.09262083807773755
owl_exp_mixed,17de51ef52e54f57a2b929197894d93d,experiment1,snake,299,3.3779264214046822,0.8597922224054854,0.7392426657089636,0.22885752973306087,0.07943796975940734,0.006310391039496514
owl_exp_mixed,1bbf106296424b97a4216dc1ec08c9a8,experiment1,krat,250,46.096,46.73774117134029,2184.416449799197,0.30750710013869365,0.2922356376089206,0.08540166788869236
owl_exp_mixed,1bbf106296424b97a4216dc1ec08c9a8,experiment1,snake,297,3.410774410774411,0.9261324730951581,0.8577213577213538,0.2305055938810135,0.07336550497767173,0.005382497320628776
owl_exp_mixed,269c66a61fd94e928dcbdac37a510d84,experiment1,krat,267,41.68913857677903,40.136571294396816,1610.9443552701985,0.3120197578801413,0.2998023668345831,0.08988145915961793
owl_exp_mixed,269c66a61fd94e928dcbdac37a510d84,experiment1,snake,300,3.3733333333333335,0.8850045191326283,0.7832329988851747,0.2272736963095251,0.07669691453574361,0.0058824166993031585
owl_exp_mixed,29df93f871534dba94ce5f28c98f1442,experiment1,krat,279,44.086021505376344,50.7979470313895,2580.431422603853,0.29878203568160183,0.27738128441385157,0.07694037694307801
owl_exp_mixed,29df93f871534dba94ce5f28c98f1442,experiment1,snake,299,3.4581939799331103,1.1931395401400124,1.4235819622455201,0.21396998524853775,0.08081010454142631,0.006530272995996251
owl_exp_mixed,2d559bf8817d497a9e502d31927497d4,experiment1,krat,270,34.51481481481481,33.319085967993345,1110.1614897425309,0.3402250565292557,0.30300783115306346,0.09181374574008343
owl_exp_mixed,2d559bf8817d497a9e502d31927497d4,experiment1,snake,305,3.3475409836065575,0.9752878383114607,0.9511863675582419,0.2254416634911818,0.07129999558465307,0.005083689370371547
owl_exp_mixed,30417ee5a085461a86d759ad70e093dd,experiment1,krat,255,37.490196078431374,37.157555875256655,1380.6839586228205,0.33421361503591557,0.3002316143521157,0.09013902225647752
owl_exp_mixed,30417ee5a085461a86d759ad70e093dd,experiment1,snake,298,3.3993288590604025,0.8942010443122931,0.7995955076491955,0.22863037786019208,0.07262765814479101,0.005274776727596628
owl_exp_mixed,354335a51faf478681ddd0882e7c545f,experiment1,krat,262,44.01908396946565,47.62404269731657,2268.0494428358315,0.31151149128489036,0.2949034073565294,0.08696801967049114
owl_exp_mixed,354335a51faf478681ddd0882e7c545f,experiment1,snake,298,3.3691275167785233,0.794331714445302,0.6309628725736128,0.2336659654936025,0.07959273148626239,0.006335002905444266
owl_exp_mixed,3af448fd4b674d369537dd15bb77bf71,experiment1,krat,257,37.96887159533074,44.11737500392965,1946.3427772373566,0.35121934138785843,0.3011570672513719,0.09069557915544735
owl_exp_mixed,3af448fd4b674d369537dd15bb77bf71,experiment1,snake,297,3.3973063973063975,0.8364941420730038,0.6997224497224506,0.2272580940343108,0.07803312738824755,0.00608916896999047
owl_exp_mixed,3c1c517b347b434185dcc423ebf610a4,experiment1,krat,271,39.464944649446494,40.39395888891242,1631.671914719147,0.3577413378645327,0.2984184333642485,0.08905356137157242
owl_exp_mixed,3c1c517b347b434185dcc423ebf610a4,experiment1,snake,302,3.357615894039735,0.9460136391515863,0.8949418054608277,0.2243796067477611,0.08208817966246308,0.006738469240296817
owl_exp_mixed,453b3b3b216048e4a1ea9757a3d1bd4d,experiment1,krat,246,44.1910569105691,55.46861662146253,3076.767429898789,0.35021251070008336,0.2996527549735148,0.08979177356321728
owl_exp_mixed,453b3b3b216048e4a1ea9757a3d1bd4d,experiment1,snake,307,3.3387622149837135,0.933698684867438,0.8717932341231832,0.22008067232277656,0.07811485393425519,0.006101930405170024
owl_exp_mixed,4671eb12ac6d419cb7dc2ae80eef33d3,experiment1,krat,252,45.32936507936508,48.30157845112487,2333.0424808701705,0.31677083510830484,0.2887297641185603,0.08336487668795944
owl_exp_mixed,4671eb12ac6d419cb7dc2ae80eef33d3,experiment1,snake,301,3.395348837209302,1.013169101338456,1.0265116279069746,0.22307530539165332,0.08142632250224162,0.006630245996239061
